return_id,order_items_id,order_id,customer_id,return_date,return_reason,return_status,refund_amount,approved_by,notes
272,123,313,20,2024-09-16,Defective product,Approved,4601.75,Casey Reynolds,Finally successful right matter her future.
273,976,181,42,2026-03-15,Damaged product,Rejected,4204.59,Karen Henry,Us structure again seem main better.
274,37,148,91,2025-08-21,Customer changed mind,Rejected,4785.13,Lindsey David,Station majority move mean consider old.
275,1076,312,25,2026-06-16,Damaged product,Pending,934.45,Kelsey Olson,Scientist child sister behind.
276,301,305,49,2025-01-08,Wrong item,Pending,3305.05,Thomas Dougherty,Usually prepare stock technology light public.
277,496,102,84,2026-04-23,Damaged product,Rejected,1662.71,Kyle Richardson,Good town degree development.
278,1451,20,11,2026-01-28,Damaged product,Rejected,1732.46,Kelly Johnson,Note sing stop audience.
279,507,60,72,2024-12-11,Wrong item,Pending,4228.43,Mark Ross,Approach seat hundred.
280,617,299,54,2025-07-01,Customer changed mind,Rejected,2629.61,Debbie Banks,Level our including rise oil process.
281,1121,443,26,2026-01-04,Defective product,Approved,2492.09,Joseph Johnson,Husband knowledge pick against civil above him.
282,874,73,69,2024-11-10,Wrong item,Pending,2506.01,Denise Herrera,Life nice not economy point.
283,1210,382,21,2024-12-03,Defective product,Pending,1182.25,Raymond Hernandez,Trouble sell Democrat simple TV side once.
284,662,18,51,2026-04-21,Customer changed mind,Rejected,1398.15,Regina Juarez,Lose tough store leave magazine black different.
285,1212,38,4,2024-12-21,Defective product,Approved,2691.88,Jeffery Baker,Want bring area turn kitchen seat town.
286,576,138,10,2025-01-12,Wrong item,Rejected,3463.85,William Shaw,Decision always generation discover crime month in.
287,360,174,52,2025-07-24,Defective product,Rejected,3876.93,Amy Lopez,Without rest hair.
288,93,54,13,2025-02-06,Wrong item,Pending,1630.57,Maria Barry,Serve benefit not ok brother.
289,773,84,91,2026-05-27,Wrong item,Pending,488.8,Mary Stein,Where peace age end.
290,942,41,73,2026-02-02,Customer changed mind,Rejected,1807.31,Timothy Hernandez,Form necessary any himself decision answer.
291,560,170,23,2024-12-03,Defective product,Pending,3241.62,Patricia Cruz,Beat democratic society order.
292,111,419,54,2025-09-26,Defective product,Rejected,4608.36,Fernando Harrison,Majority remember I accept commercial.
293,458,228,76,2024-12-23,Customer changed mind,Rejected,1429.75,Shannon Olson,Lose animal everything everything sense at significant.
294,1163,430,66,2025-06-19,Wrong item,Approved,2435.48,Jacob Roy Jr.,Edge camera and who.
295,671,53,45,2026-02-26,Customer changed mind,Pending,3361.19,Ronald Payne,Data fill art trade people.
296,1051,446,89,2025-02-22,Customer changed mind,Rejected,85.13,Andrew Miller,Model stuff herself feel federal hour whether.
297,314,251,62,2026-07-08,Defective product,Approved,2360.13,Daniel Diaz,Question attention offer position management bank.
298,208,429,73,2026-01-13,Defective product,Pending,4021.17,Randy Rodriguez,Run these more quickly local.
299,814,270,5,2025-10-12,Wrong item,Rejected,935.86,Dana White,Hit let candidate who old.
300,1073,355,82,2025-07-16,Damaged product,Approved,1933.77,Courtney Roberts,She yard budget standard smile realize.
301,1085,47,39,2026-04-12,Customer changed mind,Rejected,1727.82,Jennifer Myers,Involve spend cultural need possible budget.
302,1467,416,32,2024-11-18,Damaged product,Approved,204.03,Timothy Garcia,Front wife base later season.
303,907,167,4,2025-08-22,Customer changed mind,Rejected,420.74,Theresa Chung,Day response compare film experience include drug.
304,68,87,71,2026-04-02,Wrong item,Pending,1361.07,Howard Williams,Phone power form pressure statement heavy several data.
305,849,276,9,2025-10-23,Customer changed mind,Approved,2483.95,Christina Davis,Outside tax scientist down sure.
306,457,277,68,2025-12-31,Wrong item,Approved,1820.56,Holly Taylor,Ago his single word but course case economic.
307,600,449,11,2024-09-26,Customer changed mind,Pending,4924.97,Ashley Day,Must grow fall student.
308,1159,488,14,2025-02-22,Customer changed mind,Pending,2056.63,Donald Hunter,Street leave risk participant.
309,1150,278,44,2024-08-31,Damaged product,Approved,306.87,Ricardo Santiago,Budget result our any.
310,1112,185,79,2025-08-08,Wrong item,Pending,3930.81,Mary Ryan,Design however and artist best.
311,1035,1,66,2025-12-14,Wrong item,Rejected,4552.81,Matthew Jenkins,Quality much among but simply.
312,704,393,76,2025-02-17,Damaged product,Rejected,328.49,Jamie Roy,Design way imagine debate.
313,1209,172,6,2025-06-30,Wrong item,Pending,2076.31,Christopher Webb,Performance score media.
314,839,461,53,2025-05-24,Wrong item,Approved,918.22,Zachary Davis,Bar sing cover local room simple.
315,108,100,4,2025-09-12,Damaged product,Pending,1298.63,Rachel Gonzales,Dark likely red participant.
316,1072,273,40,2025-09-16,Damaged product,Rejected,549.81,Michael Rivera,You management great individual court the charge.
317,326,384,3,2025-09-04,Customer changed mind,Pending,4327.65,Deborah Bullock,Network field rather build.
318,149,139,31,2025-01-07,Customer changed mind,Pending,3281.55,Julie Smith,Science human after plan audience.
319,1160,438,38,2024-08-22,Wrong item,Rejected,4855.62,Dawn Bradley,Subject indeed than work.
320,1341,342,78,2025-10-27,Damaged product,Rejected,3076.05,Jennifer Carney,Always family production education.
321,403,283,66,2025-02-25,Defective product,Pending,3535.82,Cynthia Myers,Loss professional necessary chair.
322,707,53,64,2026-02-18,Damaged product,Pending,3731.67,Melissa Elliott,Artist wide happy law child.
323,294,37,60,2026-07-02,Wrong item,Pending,601.05,Kevin Wolfe,Test arrive mention thank other shoulder remain.
324,221,251,24,2025-08-08,Wrong item,Pending,2885.66,Judith Cook,News member city kitchen daughter.
325,999,443,10,2025-07-23,Wrong item,Rejected,717.31,Jared Campbell,He organization executive.
326,771,340,32,2024-12-05,Defective product,Pending,99.08,Jose Copeland,Else safe behind quite road mission will.
327,583,407,36,2025-01-20,Defective product,Rejected,3161.87,Ashley Bennett,Information me tonight magazine.
328,778,448,32,2025-10-06,Customer changed mind,Approved,1761.88,David Pitts,Fall major onto compare call television.
329,837,363,56,2024-12-15,Damaged product,Rejected,2739.78,Megan Wilkerson,Medical attack important need fall myself.
330,948,375,28,2026-05-01,Wrong item,Rejected,3815.88,William Frey,Less person suddenly note get.
331,418,273,45,2025-06-15,Defective product,Approved,863.23,Ryan Mcdowell,Land arrive artist president.
332,677,495,45,2025-09-13,Defective product,Rejected,4552.04,Paul Spencer,Safe fast black employee network.
333,214,148,99,2024-11-19,Customer changed mind,Approved,2406.26,Brittany Wilson,May huge church visit.
334,1397,383,23,2025-11-22,Defective product,Approved,1639.31,Aaron Brown,Company remain manager bit pressure reduce.
335,459,332,8,2025-09-22,Wrong item,Rejected,1955.05,Wendy Morales,Tough compare good glass treat race us.
336,459,162,89,2025-07-14,Wrong item,Approved,3021.95,James Murray,Possible off tree push lot type likely cold.
337,1207,45,31,2024-11-11,Damaged product,Pending,4737.22,Megan Fox,Detail should weight compare.
338,642,50,28,2025-05-29,Defective product,Pending,2522.12,Michelle Marshall,Consider to just.
339,129,147,92,2026-03-22,Damaged product,Rejected,2370.86,Anna Wright,Consider project machine know sell once.
340,621,204,85,2025-09-18,Wrong item,Approved,640.7,Pamela Johnson,As national phone avoid.
341,1261,440,74,2025-04-30,Damaged product,Rejected,4621.91,Kathy Medina,Garden once analysis provide hour.
342,228,201,22,2025-11-27,Damaged product,Approved,4604.21,Claudia Riley,American follow build represent growth oil Mr.
343,585,381,44,2025-05-13,Damaged product,Approved,1635.16,Cheryl Young MD,Star address door industry.
344,1,232,100,2025-08-26,Customer changed mind,Approved,3404.89,Melvin Fitzpatrick,Again foreign kitchen smile score kitchen.
345,362,476,86,2025-09-28,Defective product,Pending,809.15,Mrs. Jessica Valdez,Later left part best maybe language.
346,394,32,97,2025-01-30,Defective product,Pending,4321.43,Travis Rodriguez,Everyone yet free simply side fast.
347,529,125,78,2024-08-22,Customer changed mind,Approved,2676.58,Erica Williams PhD,Glass factor thank simply because stock light.
348,1215,85,3,2026-03-20,Customer changed mind,Pending,2498.56,Amber Wolf,Away region respond never analysis then decision.
349,147,81,54,2026-02-09,Defective product,Pending,2212.58,Mark Garcia,Two spend lay west hold.
350,1474,57,99,2026-03-02,Wrong item,Pending,1876.6,Paul Phillips,Much recent you tough.
351,113,135,12,2025-04-07,Defective product,Approved,1030.5,Ana Miller,Include choose report list time travel.
352,1008,433,62,2024-12-09,Customer changed mind,Approved,970.7,Andrew Pena,Bring drug of read assume staff camera.
353,906,280,19,2026-03-18,Damaged product,Rejected,2792.2,Timothy Barber,Open spend off side.
354,1365,174,30,2025-05-09,Defective product,Rejected,317.62,Todd Williams,Let bring hair other.
355,98,486,96,2025-04-15,Damaged product,Approved,1287.94,Mariah Shields,Price option right miss across.
356,1186,253,20,2026-03-06,Wrong item,Rejected,3475.09,Cameron Padilla,Decade rich perform.
357,1091,279,15,2026-06-07,Wrong item,Rejected,3157.03,Bryan Haney,Fear three before far song method how.
358,1101,54,62,2026-06-21,Wrong item,Pending,1961.78,Amanda Burns,Economy phone expect member show.
359,1124,230,46,2026-04-19,Wrong item,Approved,4682.35,Felicia Young,Behavior hit per.
360,565,166,72,2025-05-22,Damaged product,Pending,2211.18,Stephen Smith,Expert range third treatment.
361,484,110,88,2026-06-11,Wrong item,Rejected,3754.71,Charles Campbell,Increase per magazine notice.
362,58,274,97,2026-05-08,Damaged product,Rejected,3767.44,Sandra Chapman,Activity around offer player laugh address.
363,1393,240,83,2025-07-19,Customer changed mind,Rejected,4578.86,Alexandria Ball,Too we rich office financial something.
364,1057,366,48,2025-06-19,Defective product,Pending,1065.24,Kent Williams,Organization nor involve home.
365,1405,438,96,2024-08-18,Damaged product,Rejected,3146.18,Pamela Boyd,Would street rise suddenly land.
366,1414,167,22,2025-01-14,Defective product,Rejected,4433.25,Kristi Johnston,Relationship material when.
367,945,98,84,2026-01-12,Customer changed mind,Pending,2383.75,Natasha Baxter,Field commercial decision many play.
368,285,291,34,2026-05-12,Wrong item,Approved,1410.22,Jacob Cook,Reality above black game.
369,984,433,40,2025-02-05,Damaged product,Rejected,784.02,Hector Brock,Student fast eat kind sign event.
370,45,166,97,2026-03-12,Wrong item,Rejected,2700.05,Robert Goodwin,Money policy there foreign.
371,959,404,17,2024-08-26,Customer changed mind,Approved,1788.33,Jennifer Spencer,Type film maybe wish.
372,672,138,31,2026-05-21,Customer changed mind,Approved,4019.93,Stephanie Morse,Condition speak wife surface as.
373,556,85,86,2025-05-19,Customer changed mind,Rejected,605.69,Paula Hall,Receive collection fill thank.
374,8,4,46,2025-07-04,Damaged product,Pending,2748.14,John Clark,Political green could long color.
375,1227,87,84,2025-03-03,Damaged product,Approved,1684.27,Shaun Tran,Later no especially policy raise three wall.
376,146,468,35,2025-01-30,Wrong item,Approved,842.24,Shawn Crawford,Forward Republican sea through area.
377,829,225,47,2026-07-21,Wrong item,Rejected,3185.09,Mackenzie Park,Play radio the represent accept.
378,588,487,12,2026-05-24,Damaged product,Approved,2101.74,John Turner,Person able then worker around pull generation.
379,592,411,14,2024-08-22,Wrong item,Pending,4565.74,Sarah Cross,Many shoulder who room participant into hand step.
380,677,102,84,2025-06-02,Damaged product,Rejected,3875.27,Heather Williams,Whose mean relationship for manager want.
381,507,72,97,2025-03-09,Customer changed mind,Approved,4149.59,Henry Summers,Executive get official skin across.
382,401,156,54,2024-08-25,Damaged product,Rejected,1062.86,John Brown,Town candidate cause air.
383,649,330,70,2025-06-10,Damaged product,Approved,4516.49,Laura Steele,There point toward.
384,941,171,73,2024-11-06,Damaged product,Pending,625.06,Jennifer Dawson,Myself know account read.
385,952,435,11,2024-10-13,Damaged product,Approved,2844.4,Morgan Campos,Save threat certainly.
386,999,481,78,2024-09-09,Customer changed mind,Approved,1264.0,Lori Edwards,The happen strategy clearly girl medical sort artist.
387,635,140,37,2025-03-31,Defective product,Rejected,1456.59,Martin Schwartz,Beautiful memory trouble the.
388,387,84,97,2026-01-04,Customer changed mind,Approved,4893.49,Morgan Barnes,Next enter team raise occur meeting finally.
389,12,109,71,2025-09-12,Defective product,Pending,935.29,Karen Benson,Control under popular public experience.
390,80,288,69,2026-02-14,Defective product,Approved,2083.0,Lisa Schwartz,Everybody soon special stay artist all.
391,1446,382,4,2024-10-17,Defective product,Rejected,3963.87,Andrew Hansen,Risk feeling evening book.
392,1477,96,36,2025-05-06,Defective product,Pending,1407.61,Ashley Robertson,Remain fire image week red.
393,211,87,4,2025-08-06,Wrong item,Pending,3883.84,Shawn Wilson,Hotel total ago later use local.
394,1262,32,82,2025-08-11,Customer changed mind,Pending,522.3,Christine Mcclure,Trouble despite PM learn natural girl ahead.
395,390,159,1,2026-04-02,Defective product,Approved,2387.69,Paul Riley,Late myself material condition soldier source ready.
396,926,131,19,2024-09-30,Customer changed mind,Approved,1575.77,Brittany Washington,Between standard talk national guess find evidence.
397,777,385,28,2025-06-11,Wrong item,Approved,694.78,Daniel Mason,Star add see learn past.
398,262,64,48,2026-08-01,Customer changed mind,Approved,4208.55,Tracy Sexton,Help meet performance owner accept plant within.
399,467,371,13,2024-09-28,Defective product,Approved,2101.38,Jason Lopez,Name himself since plan policy.
400,271,130,61,2025-11-04,Defective product,Approved,911.74,Julia York,Bed business degree relate.
401,429,169,3,2026-05-25,Defective product,Pending,1171.7,Logan Wise,Reveal nature while people.
402,305,211,98,2024-08-18,Customer changed mind,Pending,2378.16,Jason Perry,The administration allow must south process.
403,1384,437,11,2025-09-16,Customer changed mind,Rejected,1421.23,Chelsea Andrade,Accept everybody radio late bar agent beyond.
404,412,147,77,2026-06-28,Wrong item,Approved,843.42,Steven Brady,None today theory beyond above collection.
405,1242,356,58,2024-10-02,Defective product,Rejected,620.29,Christopher Johnson,After attention kid almost activity.
406,1451,111,81,2025-10-09,Wrong item,Approved,2588.67,Christian Brown,School analysis third home around top well have.
407,412,499,98,2025-06-20,Damaged product,Pending,1469.91,Jorge Moreno,Allow enough visit.
408,1358,405,4,2026-04-04,Defective product,Approved,761.27,Melissa Robertson,Avoid attack fear nature she cup.
409,1264,167,85,2024-09-07,Defective product,Pending,2063.32,Noah Vang,Once care manage nature remain store role.
410,453,147,11,2025-07-14,Damaged product,Approved,1311.47,Tracey Hunter,Skin television phone friend tough music.
411,276,252,52,2026-05-31,Wrong item,Approved,678.38,Melissa Anderson,Support argue just training.
412,209,253,70,2025-05-01,Customer changed mind,Pending,3293.95,Casey Miller,Sure room hospital full.
413,1001,128,13,2024-11-19,Wrong item,Pending,3238.15,Kenneth Wilson,Leader Congress decide election identify.
414,651,98,84,2025-04-30,Wrong item,Pending,794.48,Carl Garner,Hit energy new game about security.
415,623,65,3,2026-01-25,Customer changed mind,Rejected,2692.22,Ms. Lisa Mcdaniel,Live before ready since treatment add easy.
416,1054,200,52,2024-10-08,Defective product,Pending,3877.86,Mr. Bradley Parrish,The culture guess accept president mission.
417,1283,118,52,2025-05-30,Wrong item,Pending,4880.85,Pamela Smith,Catch trouble let none but material.
418,981,239,93,2025-02-07,Customer changed mind,Rejected,2750.71,Christine Santiago,Morning risk yeah pick they describe lot.
419,1271,400,73,2025-11-20,Customer changed mind,Pending,4188.1,Gregory Duarte,Each difference amount per each.
420,1408,35,34,2026-01-12,Damaged product,Rejected,2885.06,Brianna Ward,Little ball type particularly.
421,1192,453,10,2024-11-08,Damaged product,Approved,688.31,Rachel Mcdaniel,Prevent leave sense speak tonight cultural hit shoulder.
422,519,343,39,2025-07-13,Damaged product,Pending,1965.78,Mrs. Lisa Henderson,Ahead read force tree television light.
423,830,401,5,2025-02-28,Wrong item,Pending,1378.53,Jill Casey,While with few day land.
424,1166,104,46,2025-11-09,Customer changed mind,Approved,2469.24,Amber Kennedy,Republican degree care value.
425,368,222,21,2026-04-19,Defective product,Approved,2440.36,James Powers,Language single occur poor environmental.
426,1103,14,47,2026-02-11,Defective product,Approved,1897.8,Brian Haley,Bill customer soon read always share improve.
427,627,356,74,2024-12-26,Wrong item,Rejected,1954.55,Robyn Church,Learn chance population provide how network they white.
428,883,175,37,2025-03-26,Wrong item,Approved,447.15,Jennifer Dickerson,Seven public stop author film rock line.
429,307,36,7,2026-04-02,Defective product,Rejected,569.44,John Mills,Popular both when site member maybe.
430,262,54,43,2025-06-02,Defective product,Pending,1197.31,Katie Richardson,Modern already each age.
431,390,287,85,2026-04-02,Damaged product,Pending,2008.65,Melissa Reese,Picture side fine protect toward improve response.
432,860,212,61,2024-11-17,Customer changed mind,Approved,1147.92,Ashley Salinas,Financial course smile political real seven interesting guess.
433,139,54,84,2026-08-09,Wrong item,Approved,3225.35,Amber Wiley,Free challenge fish who someone.
434,1206,459,1,2025-03-27,Customer changed mind,Pending,4602.95,Randy Owens,Walk form they represent position in health.
435,1207,125,12,2024-11-17,Customer changed mind,Pending,4538.04,Darrell Collins,Six cup far.
436,177,449,46,2026-03-13,Customer changed mind,Approved,1852.16,Donald Thomas,Unit traditional reason attack rate girl old.
437,1487,460,83,2026-07-08,Customer changed mind,Rejected,769.92,John Stark,Serve heavy along book loss.
438,1106,54,84,2025-08-01,Wrong item,Pending,935.1,Teresa Robinson,Right avoid condition.
439,493,315,48,2025-04-07,Customer changed mind,Rejected,949.23,Nicole Rojas,Three at nature would result position.
440,1030,472,80,2025-02-13,Defective product,Rejected,4565.86,Mary Gray,Increase order must people moment subject.
441,844,49,44,2025-05-03,Damaged product,Pending,301.71,Eric Garcia,Campaign family strong real.
442,1426,155,39,2024-10-25,Wrong item,Rejected,316.93,David Rhodes Jr.,Risk bill pressure huge couple job anything dark.
443,19,435,35,2026-05-06,Wrong item,Pending,4593.42,Christine Bowman,Present crime only television cup.
444,730,353,8,2026-03-24,Wrong item,Approved,1373.54,Martin Santana,Similar character brother this tonight manage player director.
445,264,452,51,2025-12-01,Customer changed mind,Approved,2090.79,Alicia Ellis,Prepare able couple answer alone.
446,1071,211,23,2025-11-12,Customer changed mind,Pending,2563.65,Jody Thompson,Full art decade.
447,230,212,83,2026-08-03,Defective product,Approved,1449.48,Sean Gallagher,See heart true truth nor financial.
448,532,251,27,2026-02-21,Defective product,Approved,4959.88,Dwayne Hill,Notice various question recent.
449,1389,408,83,2026-06-12,Customer changed mind,Approved,4863.27,Manuel Rodriguez,One far number decade various kid.
450,46,368,97,2026-01-07,Damaged product,Rejected,771.09,Ryan Cox,Trade memory less require past so idea.
451,375,348,57,2026-04-22,Customer changed mind,Approved,3778.69,Lynn Taylor,Five represent consumer gun house.
452,777,337,25,2025-05-20,Defective product,Approved,273.44,Jacqueline Cooper,Rich live do serious reality save training training.
453,728,474,58,2025-09-25,Wrong item,Pending,1897.64,Cynthia Clay,Prevent staff party.
454,492,13,91,2026-08-04,Customer changed mind,Pending,4905.24,Patrick Nguyen MD,Notice analysis stock between free boy board.
455,1450,132,27,2025-07-11,Wrong item,Rejected,2160.26,Diane Lozano DDS,Gun off international pattern.
456,1237,275,84,2026-03-05,Customer changed mind,Rejected,4287.27,Leslie Mcgee,Son wonder record.
457,779,336,39,2026-05-10,Wrong item,Pending,2200.48,Courtney Riggs,Himself thing able heavy tend human.
458,279,106,51,2026-07-25,Wrong item,Approved,2545.68,Nicole Williams,Ready act smile of season television.
459,1050,385,75,2025-03-11,Defective product,Approved,599.35,Ryan Ramirez,Evening pay threat turn drop approach.
460,1029,407,83,2025-03-15,Customer changed mind,Rejected,3974.33,James Cole,Summer inside thought including.
461,893,171,7,2025-04-16,Damaged product,Rejected,3684.16,Teresa Black,Surface policy worry quality certainly.
462,792,408,2,2025-11-14,Damaged product,Approved,1515.09,Keith Carpenter,Create visit wife pass stock age.
463,1014,291,76,2026-03-16,Damaged product,Rejected,4214.05,Brent Collins,Nearly south investment individual.
464,329,303,90,2026-07-02,Damaged product,Pending,2679.67,Amy King,Radio remain individual chair speak argue rock.
465,381,424,66,2025-05-18,Defective product,Pending,4776.2,Sarah Turner,Off authority forward head arrive enter process require.
466,463,5,78,2024-12-06,Defective product,Pending,775.71,Bradley Rivera,Seven write field benefit.
467,295,299,72,2024-12-13,Wrong item,Pending,1862.11,Nicole Ford,Knowledge evening south.
468,391,280,15,2025-07-29,Wrong item,Rejected,3849.4,Jennifer Allen,Wonder three get class safe.
469,527,193,13,2025-11-24,Defective product,Pending,4768.2,Scott Graves,Air large toward before.
470,611,400,93,2025-04-25,Wrong item,Rejected,65.63,Yvonne Rodriguez,Movie down in pattern.
471,146,450,44,2025-07-02,Wrong item,Approved,3405.71,Kevin Carter,Already spend born bit just matter.
472,161,68,18,2026-07-14,Wrong item,Rejected,3528.63,Ralph Moore,Particular space president truth me economy.
473,758,326,82,2024-08-30,Customer changed mind,Pending,283.79,Kelly Williams,Consumer money size deal.
474,1152,299,88,2025-12-14,Customer changed mind,Pending,3389.91,Juan Woods,Bit table idea rock.
475,288,424,79,2024-08-28,Wrong item,Approved,4338.47,Taylor Santiago,Part key kind peace but bank me south.
476,1253,270,71,2026-03-08,Damaged product,Rejected,3828.48,Matthew Smith,Cover magazine beat.
477,295,478,69,2026-05-19,Damaged product,Approved,669.46,Kristina Thompson,Husband always return administration subject common.
478,695,100,85,2025-07-11,Damaged product,Approved,4520.22,Joseph Mueller,Whatever require prevent lawyer available.
479,83,15,31,2026-06-20,Wrong item,Pending,3881.32,Jennifer Padilla,American yet authority rise find something according American.
480,888,70,94,2026-02-22,Customer changed mind,Rejected,4894.97,Mr. John Black,Employee garden your whom serve.
481,598,203,19,2024-08-25,Damaged product,Rejected,992.71,Benjamin Morrison,Turn world nice building until behind.
482,248,202,92,2025-03-19,Customer changed mind,Rejected,3136.46,Lisa Garrett,Capital seven although remain environmental officer half car.
483,1205,193,16,2025-11-03,Damaged product,Rejected,2219.75,Benjamin Morrison,Produce character everything care.
484,30,499,88,2026-04-21,Customer changed mind,Rejected,441.18,Zachary Daniel,Anything able law door lot know.
485,324,407,24,2025-12-05,Customer changed mind,Approved,1447.88,Dawn Rocha,Key even experience sense top yet night.
486,1082,206,39,2026-08-11,Defective product,Approved,1888.4,Barbara Lloyd,Individual office cover enjoy member name.
487,451,493,99,2026-01-11,Wrong item,Pending,3313.03,Daniel Rodgers,Against threat kid reality hour huge situation.
488,557,262,9,2025-09-04,Wrong item,Approved,1121.66,Timothy Schneider,With go must.
489,1441,16,88,2025-07-04,Customer changed mind,Rejected,604.17,Shari Evans,Different low modern dinner couple.
490,858,255,48,2026-02-24,Wrong item,Approved,4282.96,Luke Montgomery,Tax development west true west treat from.
491,1396,493,49,2026-06-12,Damaged product,Approved,3909.38,Brian Vasquez,Particularly during loss rule until TV reality.
492,1490,439,65,2025-03-19,Customer changed mind,Pending,2885.76,Michelle Sullivan,Career risk evidence buy.
493,735,66,5,2026-04-04,Damaged product,Rejected,4892.62,Bryce Lawson,Sit catch market food general.
494,589,35,22,2025-08-03,Damaged product,Rejected,4945.51,Tommy Parks,Next various property some bad meet spend.
495,1043,397,71,2025-10-14,Customer changed mind,Rejected,3908.71,Mary Stevens,Accept suggest because rock their.
496,812,236,13,2025-03-21,Defective product,Approved,888.27,Emily Hill,Human subject necessary trade quality consumer.
497,334,457,87,2025-03-22,Defective product,Pending,627.49,Tiffany Page,I will police local.
498,583,24,17,2025-07-03,Damaged product,Approved,4803.15,Maria Cisneros,Black cause often budget anyone plant.
499,1,245,68,2026-02-19,Defective product,Pending,315.89,Ronnie Smith,Physical action two meet civil assume month.
500,1330,159,35,2025-07-28,Customer changed mind,Approved,4808.81,Bob Hill,Ball bit hear newspaper involve.
501,1065,286,29,2026-01-13,Damaged product,Approved,3102.49,Morgan Wilson,Street be run anyone guy himself officer.
502,1373,365,21,2025-09-24,Customer changed mind,Rejected,3813.47,Abigail Solis,Mission through professor smile require station prevent.
503,920,300,60,2026-08-02,Damaged product,Pending,1885.56,Natasha Roman,Media own money machine arm.
504,427,157,29,2024-08-21,Customer changed mind,Rejected,2008.75,David Myers,Business food live service.
505,930,88,64,2026-07-03,Damaged product,Rejected,2787.08,Christine Murphy,Possible yard become rock team.
506,277,159,48,2026-07-11,Damaged product,Rejected,4877.34,Anthony Warren,Challenge nation charge plant director person resource beat.
507,764,290,15,2026-08-05,Wrong item,Pending,1432.94,Heidi Gonzalez,Score quite anyone animal.
508,56,386,27,2025-06-14,Defective product,Approved,3861.07,Sheena Armstrong,Half allow as up threat view law.
509,263,492,59,2026-05-12,Wrong item,Pending,811.3,Mr. Todd Spencer,Group factor force all glass.
510,588,164,90,2026-04-05,Wrong item,Pending,3863.97,Andrea Norton,I need ability reality turn hotel public.
511,1228,301,50,2024-08-30,Damaged product,Rejected,3775.44,Katie Guerrero,Reveal suddenly beautiful dark near visit.
512,152,142,15,2025-05-02,Customer changed mind,Approved,2932.55,Stephanie Gonzalez,Ten PM Mr.
513,472,344,12,2024-09-23,Customer changed mind,Approved,1912.99,Amy Snyder,Magazine theory individual away body watch administration heart.
514,162,84,47,2024-12-08,Customer changed mind,Pending,2577.32,George Bradley,History space little three when debate decade player.
515,315,342,24,2025-09-02,Customer changed mind,Pending,2782.91,Daniel Guzman,Production Mr kid performance direction painting.
516,333,390,22,2026-03-03,Defective product,Pending,4463.1,Angelica Knox,Public thousand race member buy blue write.
517,734,379,65,2026-07-09,Wrong item,Approved,3980.11,Victoria Cohen,Value necessary begin partner clearly.
518,1146,37,46,2025-02-08,Wrong item,Rejected,2166.95,Tammy Morrow,Compare black mother push college.
519,205,456,7,2024-08-22,Damaged product,Approved,1032.59,Dustin Tran,From while wish say speech happy increase medical.
520,410,100,15,2025-01-24,Wrong item,Pending,596.99,Michelle Golden,Property really worry oil.
521,573,168,99,2025-08-08,Customer changed mind,Approved,4119.01,Denise Brewer,Pm plan official building.
522,99,482,41,2026-03-06,Defective product,Pending,3912.98,Maria Cole,Alone project maintain help represent.
523,397,402,55,2026-07-11,Customer changed mind,Rejected,3222.11,Zachary Hubbard,Price still itself.
524,193,423,18,2026-06-27,Wrong item,Approved,1169.01,Joseph Burns,Late street blue artist inside happen.
525,796,93,71,2026-04-19,Damaged product,Approved,156.79,Mark Smith,Not experience contain toward.
526,1203,216,25,2024-10-21,Defective product,Pending,1181.73,Autumn Vega,Quite night identify poor history agent certain song.
527,1161,310,62,2025-06-29,Damaged product,Rejected,3456.71,Tracy Levy,Visit law Congress term from.
528,287,317,64,2024-11-27,Wrong item,Pending,3549.48,Jose Garza,Education southern when century.
529,1000,116,96,2025-11-27,Damaged product,Approved,484.77,Dale Hodges,Short price draw because together case.
530,1219,219,75,2026-05-26,Damaged product,Approved,1566.98,Michael Fields,Loss standard term discover imagine special various.
531,573,64,85,2024-08-31,Wrong item,Pending,916.23,Heather Cole,Service beautiful understand player current Democrat either.
532,1188,306,28,2026-02-10,Damaged product,Rejected,2253.3,Latoya Bowman,Act work turn international place any eye.
533,1094,126,70,2025-12-08,Damaged product,Rejected,3039.65,Regina Collins,Scientist station buy represent lose enough.
534,358,340,75,2025-12-10,Wrong item,Pending,929.73,Ryan Barnes,Study left long fact idea much hope.
535,915,284,34,2026-01-29,Damaged product,Approved,3017.08,Erin Richardson,Bag much message career magazine.
536,82,464,81,2025-05-04,Wrong item,Rejected,830.42,Andrew Nguyen,Much hope ask religious remember black work.
537,1223,68,30,2025-10-18,Defective product,Rejected,4056.58,Kelly Miller,Feel myself indicate would plan poor traditional wind.
538,1273,83,86,2025-12-31,Damaged product,Pending,3124.23,Janice Morgan,National major play general official building various.
539,560,349,70,2024-12-31,Wrong item,Rejected,2407.51,Martin Kaufman,Serve dark while sure blue probably.
540,1250,123,75,2024-09-06,Wrong item,Rejected,4372.86,Misty Thomas,Everyone product politics guess stay policy responsibility.
541,1086,365,1,2026-03-29,Wrong item,Pending,475.82,Tara Hamilton DDS,Personal allow just door.
542,822,44,7,2025-02-22,Defective product,Approved,2449.35,Daniel Baker,Possible suddenly yeah page many tough smile.
543,1181,68,13,2026-04-30,Defective product,Pending,2499.1,Shannon Kim,Generation whole such candidate.
