order_item_id,order_id,product_id,quantity,unit_price
1084,15,68,4,4191.89
1085,347,18,8,3571.51
1086,471,91,3,590.55
1087,137,2,2,2009.12
1088,353,51,7,949.55
1089,268,67,6,4974.55
1090,115,81,8,3889.92
1091,112,70,6,2622.97
1092,173,95,10,4908.0
1093,75,18,4,740.43
1094,54,93,6,4684.92
1095,171,86,9,3528.18
1096,252,40,10,988.5
1097,422,13,6,3877.88
1098,45,46,2,3385.06
1099,293,54,6,3233.89
1100,155,48,7,1321.01
1101,452,77,3,773.14
1102,12,24,3,3021.05
1103,427,72,4,4934.15
1104,433,90,1,2517.53
1105,297,70,9,1417.9
1106,88,89,1,2066.06
1107,78,47,3,3123.71
1108,186,26,8,1003.39
1109,59,75,2,4014.65
1110,359,87,5,2889.39
1111,135,73,4,145.92
1112,128,80,5,4457.92
1113,118,50,8,362.53
1114,392,97,3,3783.92
1115,420,22,6,3710.59
1116,128,25,8,2684.86
1117,138,12,7,3748.72
1118,450,95,3,3353.03
1119,86,91,7,4055.46
1120,202,6,10,3028.49
1121,405,59,8,2678.89
1122,212,55,1,2859.88
1123,443,77,2,364.49
1124,290,41,6,1576.03
1125,164,44,5,353.16
1126,267,95,6,317.68
1127,48,65,3,2115.67
1128,496,90,5,3520.83
1129,406,46,10,463.19
1130,237,32,10,2205.22
1131,380,28,3,3178.92
1132,447,34,5,2710.25
1133,380,52,2,3545.31
1134,420,37,7,1381.01
1135,171,67,5,2284.06
1136,363,62,10,1348.97
1137,268,87,9,3830.4
1138,70,65,3,1697.07
1139,99,74,6,4681.71
1140,238,100,10,356.13
1141,320,100,5,1491.38
1142,448,36,9,3861.32
1143,246,41,5,3665.46
1144,16,3,10,763.0
1145,268,22,10,4486.76
1146,266,36,3,4015.68
1147,211,40,6,2434.8
1148,84,32,8,1926.93
1149,348,50,8,733.16
1150,253,17,3,2356.99
1151,218,11,2,2274.4
1152,472,49,10,2367.85
1153,93,73,7,2600.41
1154,101,43,8,2504.6
1155,372,79,2,3819.93
1156,454,19,4,3775.25
1157,492,47,3,4583.49
1158,461,60,8,1443.35
1159,486,44,7,3994.5
1160,497,71,5,385.08
1161,167,29,4,744.43
1162,188,58,4,542.55
1163,439,63,9,3588.9
1164,473,21,10,4761.1
1165,497,2,6,4984.44
1166,409,64,3,3146.6
1167,444,89,2,2058.3
1168,227,22,5,4750.19
1169,34,58,2,2399.22
1170,444,10,6,2561.27
1171,160,56,5,1602.0
1172,174,10,5,647.14
1173,162,68,9,3538.28
1174,203,37,2,3063.31
1175,432,8,6,4355.8
1176,102,22,10,3992.82
1177,82,7,10,3523.77
1178,421,10,8,4916.2
1179,123,53,4,531.45
1180,449,77,4,3877.35
1181,157,65,8,2329.89
1182,349,57,8,2472.82
1183,377,79,8,4997.48
1184,364,11,5,1396.1
1185,416,2,1,798.18
1186,144,74,7,1873.05
1187,259,13,4,406.26
1188,442,68,5,1447.19
1189,242,12,6,186.27
1190,17,49,10,884.85
1191,97,95,7,1728.42
1192,296,100,1,4263.47
1193,112,62,1,4881.9
1194,23,38,2,1685.8
1195,32,6,8,1001.41
1196,219,87,4,3099.73
1197,197,98,2,895.6
1198,359,72,9,4590.7
1199,35,33,1,3524.44
1200,189,84,6,2975.2
1201,181,31,7,4514.37
1202,22,83,10,78.64
1203,26,95,6,542.48
1204,171,41,6,765.32
1205,438,60,7,4079.44
1206,453,90,7,2720.56
1207,464,69,6,1628.9
1208,145,71,3,2403.17
1209,120,74,8,2033.92
1210,148,71,10,281.8
1211,320,25,6,664.46
1212,497,66,10,3221.23
1213,125,62,10,88.17
1214,466,82,8,2870.38
1215,282,94,10,130.75
1216,211,67,9,3281.58
1217,89,81,6,2736.61
1218,249,11,2,2474.5
1219,400,15,2,3952.96
1220,217,12,8,3667.93
1221,167,7,5,4785.41
1222,262,3,7,4840.03
1223,212,69,6,3041.81
1224,293,8,2,1144.4
1225,109,13,4,4183.91
1226,334,40,10,1646.28
1227,360,22,7,2131.73
1228,171,96,7,1166.41
1229,245,23,3,1519.11
1230,222,27,10,4132.88
1231,146,80,3,2797.56
1232,412,56,3,4613.12
1233,115,28,2,2264.26
1234,41,38,5,4348.83
1235,24,48,2,3408.42
1236,258,45,7,4993.65
1237,276,45,1,508.7
1238,416,35,10,3148.22
1239,360,8,4,1284.38
1240,393,96,5,2393.19
1241,241,90,4,3650.57
1242,291,99,9,1972.33
1243,304,85,9,4430.03
1244,492,35,1,4662.36
1245,480,98,10,1216.64
1246,30,4,2,3812.42
1247,92,48,8,1025.95
1248,447,51,8,1361.85
1249,41,79,9,4214.95
1250,340,30,4,1507.9
1251,275,91,6,3173.42
1252,222,85,6,3121.24
1253,207,25,9,1387.05
1254,312,25,1,4885.56
1255,335,30,4,3731.23
1256,85,60,5,1572.39
1257,486,19,9,2208.25
1258,404,81,2,1651.36
1259,119,6,5,4238.12
1260,233,57,6,2195.69
1261,484,69,4,4176.81
1262,472,36,1,1930.22
1263,415,27,6,3238.44
1264,256,56,5,3896.2
1265,290,86,1,2291.2
1266,389,94,3,871.94
1267,128,70,2,2925.46
1268,19,9,8,4894.24
1269,295,61,1,1484.15
1270,293,9,6,464.0
1271,131,18,3,74.78
1272,468,51,1,3172.69
1273,392,86,6,3891.34
1274,197,39,9,1200.5
1275,386,69,8,4113.91
1276,80,85,7,67.65
1277,337,89,6,3499.22
1278,343,42,3,4242.29
1279,281,91,7,3938.03
1280,445,90,10,1240.71
1281,241,44,5,2952.02
1282,470,48,3,3221.45
1283,449,60,2,1003.74
1284,135,40,5,4785.85
1285,120,22,9,4409.43
1286,84,75,2,3424.52
1287,485,45,10,3736.08
1288,401,65,1,3707.99
1289,422,64,6,4553.74
1290,489,97,6,473.13
1291,141,90,10,678.63
1292,307,6,6,3015.56
1293,80,54,6,2505.08
1294,110,34,3,4334.67
1295,398,15,5,1678.15
1296,334,63,6,2314.61
1297,182,94,3,706.39
1298,204,42,3,868.34
1299,119,39,7,4874.95
1300,437,83,5,52.04
1301,383,32,5,2576.29
1302,468,44,6,252.09
1303,140,26,5,3386.98
1304,61,51,10,4044.26
1305,482,94,5,2923.32
1306,374,19,7,4050.24
1307,297,20,6,3156.9
1308,200,63,5,4990.69
1309,471,25,10,539.55
1310,385,12,3,3653.07
1311,100,31,6,733.4
1312,233,7,4,4713.99
1313,230,42,2,2487.28
1314,360,28,6,2188.96
1315,103,98,8,1212.0
1316,478,50,7,2940.91
1317,500,74,9,252.77
1318,398,98,8,2062.63
1319,402,13,8,2266.07
1320,107,63,10,2962.76
1321,271,51,1,2439.32
1322,63,97,4,1670.49
1323,348,16,9,3358.46
1324,187,96,6,1280.29
1325,449,38,9,4898.53
1326,324,28,6,2969.3
1327,207,65,3,2162.84
1328,288,88,8,1551.18
1329,355,11,1,2609.83
1330,311,23,2,4167.52
1331,170,75,4,1058.31
1332,476,95,9,2498.56
1333,107,34,9,4204.79
1334,271,20,4,4515.26
1335,265,62,8,3855.97
1336,304,43,2,411.34
1337,80,78,8,4832.91
1338,265,72,8,2032.83
1339,331,100,7,4376.18
1340,115,11,10,3799.89
1341,477,67,7,3381.95
1342,199,49,10,4532.77
1343,466,31,6,3542.53
1344,392,71,7,1363.92
1345,39,14,2,2226.66
1346,363,18,4,4398.94
1347,283,61,1,1689.65
1348,137,74,6,1933.56
1349,338,42,10,2230.06
1350,181,64,9,4135.86
1351,383,6,4,1545.05
1352,123,86,4,1649.96
1353,209,55,9,4809.16
1354,497,75,3,2998.8
1355,472,43,4,82.0
1356,138,49,10,387.27
1357,441,70,8,4761.78
1358,417,35,4,4532.9
1359,439,51,1,940.99
1360,216,27,3,127.27
1361,426,35,9,3677.78
1362,124,4,1,4397.89
1363,437,55,3,1933.7
1364,378,78,5,1483.59
1365,64,77,3,2531.03
1366,386,97,7,3273.19
1367,129,52,2,1206.35
1368,32,74,5,3633.0
1369,252,46,9,3850.35
1370,121,25,5,3272.68
1371,3,5,8,4356.87
1372,286,17,2,4741.3
1373,451,67,8,2617.87
1374,445,75,3,2829.05
1375,254,76,7,3064.91
1376,207,71,4,4507.65
1377,398,55,3,3238.09
1378,404,2,5,4194.76
1379,309,13,6,3830.81
1380,269,10,3,3929.32
1381,157,40,10,4525.32
1382,267,52,5,4196.8
1383,219,90,5,609.97
1384,186,92,5,642.7
1385,371,45,9,2465.4
1386,22,24,6,1716.11
1387,207,78,8,905.31
1388,92,65,4,4642.04
1389,191,22,6,4682.46
1390,434,46,2,4492.28
1391,492,11,6,3921.16
1392,370,14,9,4397.14
1393,213,7,6,1165.93
1394,470,99,7,3162.06
1395,436,77,9,2807.68
1396,359,52,10,1191.31
1397,196,59,4,348.68
1398,387,52,5,4048.16
1399,313,91,10,2976.09
1400,245,24,10,1444.5
1401,141,38,3,369.18
1402,3,61,8,360.23
1403,341,84,6,1654.47
1404,170,52,7,2538.9
1405,155,10,9,4566.05
1406,37,9,2,3547.62
1407,254,75,3,4450.06
1408,253,46,4,3249.61
1409,418,29,5,2616.62
1410,327,98,8,1301.73
1411,426,32,4,2158.15
1412,313,44,5,4049.74
1413,468,27,10,319.12
1414,448,32,8,793.32
1415,112,72,7,2558.41
1416,127,64,8,1512.24
1417,77,98,2,3234.93
1418,65,51,9,2228.69
1419,118,1,4,4728.63
1420,384,12,5,186.52
1421,416,87,7,2419.58
1422,480,16,10,4565.77
1423,374,45,3,2829.21
1424,340,23,6,4899.14
1425,333,71,6,1796.55
1426,454,78,4,3167.75
1427,70,30,10,1111.54
1428,404,97,1,2952.21
1429,372,10,6,927.51
1430,195,43,10,4215.1
1431,315,22,2,1394.27
1432,217,49,7,2083.53
1433,98,25,9,1689.55
1434,368,41,1,815.22
1435,121,42,3,2682.09
1436,439,20,8,3082.6
1437,33,63,8,3143.41
1438,195,57,3,100.51
1439,337,59,8,2766.12
1440,304,82,3,3062.57
1441,264,82,3,2897.45
1442,360,21,7,2548.49
1443,216,9,3,4855.13
1444,384,84,3,4747.88
1445,327,48,9,859.92
1446,303,79,7,370.09
1447,18,23,4,2741.02
1448,264,98,8,3236.45
1449,36,49,1,2216.97
1450,145,22,3,3576.57
1451,167,67,10,2583.9
1452,447,28,4,2472.36
1453,119,79,3,167.91
1454,54,97,9,4730.29
1455,185,19,1,2549.15
1456,209,7,3,4534.82
1457,264,94,2,1947.83
1458,478,12,1,1453.15
1459,138,98,6,1333.56
1460,379,98,3,934.06
1461,125,4,6,4518.22
1462,166,17,10,1849.45
1463,381,86,3,1347.09
1464,144,8,4,2405.84
1465,427,52,10,1761.91
1466,272,63,7,226.62
1467,467,52,7,2690.98
1468,80,43,8,3747.9
1469,24,94,9,2813.46
1470,309,16,4,4782.2
1471,291,22,1,584.22
1472,154,7,7,1774.01
1473,353,6,10,2857.64
1474,260,51,3,2558.5
1475,67,89,6,2336.87
1476,275,62,10,3759.32
1477,313,25,5,2677.0
1478,267,8,5,1408.85
1479,155,63,4,1890.45
1480,291,37,6,3227.17
1481,97,42,10,2039.78
1482,284,17,5,3198.23
1483,275,27,9,3885.83
1484,449,60,5,1977.69
1485,74,42,2,1774.26
1486,249,84,3,2173.24
1487,54,4,6,1205.09
1488,13,14,10,770.87
1489,477,36,9,1621.1
1490,91,32,10,419.97
1491,474,32,9,3602.49
1492,307,39,10,3916.06
1493,383,66,3,316.26
1494,495,84,6,2403.07
1495,231,81,3,2192.06
1496,402,61,4,3915.36
1497,39,64,10,3358.17
1498,458,46,1,1236.13
1499,142,84,2,1837.82
1500,283,16,2,3501.85
